Survived,Pclass,Sex,Age,SibSp,Parch,Fare,title_Misc,title_Miss,title_Mr,title_Mrs,FamilySize,IsAlone,embark_Q,embark_S
0,1,1,28.0,0,0,3.32218303393412,0,0,1,0,1,1,0,0
0,3,1,23.5,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,1,0,2.0,1,2,4.605170185988092,0,1,0,0,4,0,0,1
1,1,1,28.0,0,0,3.417726683613366,0,0,1,0,1,1,0,1
1,1,0,50.0,0,1,4.605170185988092,0,0,0,1,2,0,0,0
1,3,0,28.0,0,0,2.0476928433652555,0,1,0,0,1,1,1,0
1,3,1,28.0,2,0,3.1463051320333655,0,0,1,0,3,0,1,0
0,3,1,19.0,0,0,0.0,0,0,1,0,1,1,0,1
1,2,0,28.0,0,0,2.513656063073986,0,1,0,0,1,1,1,0
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,1,0.92,1,2,4.605170185988092,0,0,0,0,4,0,0,1
1,1,0,28.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
1,1,0,17.0,1,0,4.605170185988092,0,0,0,1,2,0,0,0
0,2,1,30.0,1,0,3.1780538303479458,0,0,1,0,2,0,0,0
1,1,0,30.0,0,0,4.041808390519271,0,1,0,0,1,1,0,0
1,1,0,24.0,0,0,4.4207460202604185,0,1,0,0,1,1,0,0
1,1,0,18.0,2,2,4.605170185988092,0,1,0,0,5,0,0,0
0,2,0,26.0,1,1,3.258096538021482,0,0,0,1,3,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,2,1,43.0,1,1,3.2676659890376327,0,0,1,0,3,0,0,1
1,3,0,26.0,0,0,2.061048420562944,0,1,0,0,1,1,0,1
1,2,0,24.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
0,2,1,54.0,0,0,2.6390573296152584,1,0,0,0,1,1,0,1
1,1,0,31.0,0,2,4.605170185988092,0,1,0,0,3,0,0,1
1,1,0,40.0,1,1,4.605170185988092,0,0,0,1,3,0,0,0
0,3,1,22.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
0,3,1,27.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,2,0,30.0,0,0,2.513656063073986,0,1,0,0,1,1,1,0
1,2,0,22.0,1,1,3.367295829986474,0,0,0,1,3,0,0,1
0,3,1,28.0,8,2,4.242045918369452,0,0,1,0,11,0,0,1
1,1,0,36.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
0,3,1,61.0,0,0,1.830579461077637,0,0,1,0,1,1,0,1
1,2,0,36.0,0,0,2.5649493574615367,0,0,0,1,1,1,0,1
1,3,0,31.0,1,1,3.021643655338492,0,0,0,1,3,0,0,1
1,1,0,16.0,0,1,4.0600843255369865,0,1,0,0,2,0,0,0
1,3,0,28.0,2,0,3.1463051320333655,0,1,0,0,3,0,1,0
0,1,1,45.5,0,0,3.349904087274605,0,0,1,0,1,1,0,1
0,1,1,38.0,0,1,4.605170185988092,0,0,1,0,2,0,0,1
0,3,1,16.0,2,0,2.8903717578961645,0,0,1,0,3,0,0,1
1,1,0,28.0,1,0,4.605170185988092,0,0,0,1,2,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,1,1,29.0,1,0,4.198704577546343,0,0,1,0,2,0,0,1
1,1,0,41.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
1,3,1,45.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,1,1,45.0,0,0,3.56953269648137,0,0,1,0,1,1,0,1
1,2,1,2.0,1,1,3.258096538021482,0,0,0,0,3,0,0,1
1,1,0,24.0,3,2,4.605170185988092,0,1,0,0,6,0,0,1
0,2,1,28.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,2,1,25.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,2,1,36.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,2,0,24.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
1,2,0,40.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
1,3,0,28.0,1,0,2.7788192719904172,0,0,0,1,2,0,0,1
1,3,1,3.0,1,1,2.766319109226186,0,0,0,0,3,0,0,1
0,3,1,42.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
0,3,1,23.0,0,0,2.221917189926591,0,0,1,0,1,1,0,1
0,1,1,28.0,0,0,3.5553480614894135,0,0,1,0,1,1,0,1
0,3,1,15.0,1,1,1.9781283799793465,0,0,1,0,3,0,0,0
0,3,1,25.0,1,0,2.8791984572980396,0,0,1,0,2,0,0,1
0,3,1,28.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
0,3,1,28.0,0,0,2.2512917986064953,0,0,1,0,1,1,0,1
1,1,0,22.0,0,1,4.007333185232471,0,1,0,0,2,0,0,1
0,2,0,38.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
1,3,0,28.0,0,0,2.0642263758733557,0,1,0,0,1,1,1,0
1,3,0,28.0,0,0,2.0642263758733557,0,1,0,0,1,1,1,0
0,3,1,40.0,1,4,3.32862668882732,0,0,1,0,6,0,0,1
0,2,1,29.0,1,0,3.32218303393412,0,0,1,0,2,0,0,0
0,3,0,45.0,0,1,2.6709850297651974,0,0,0,1,2,0,0,0
0,3,1,35.0,0,0,1.9530276168241774,0,0,1,0,1,1,0,1
0,3,1,28.0,1,0,2.740840023925201,0,0,1,0,2,0,1,0
0,3,1,30.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
1,1,0,60.0,1,0,4.3208159036289855,0,0,0,1,2,0,0,0
1,3,0,28.0,0,0,1.9781283799793465,0,0,0,1,1,1,0,0
1,3,0,28.0,0,0,2.0476928433652555,0,1,0,0,1,1,1,0
1,1,0,24.0,0,0,4.238444906195857,1,0,0,0,1,1,0,0
1,1,1,25.0,1,0,4.015332018192187,0,0,1,0,2,0,0,0
0,3,1,18.0,1,0,1.8711558142080713,0,0,1,0,2,0,0,1
0,3,1,19.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,1,1,22.0,0,0,4.605170185988092,0,0,1,0,1,1,0,0
0,3,0,3.0,3,1,3.048087503887919,0,1,0,0,5,0,0,1
1,1,0,28.0,1,0,4.408800007809053,0,0,0,1,2,0,0,0
1,3,0,22.0,0,0,1.9810014688665833,0,1,0,0,1,1,0,1
0,1,1,27.0,0,2,4.605170185988092,0,0,1,0,3,0,0,0
0,3,1,20.0,0,0,1.3894144884561344,0,0,1,0,1,1,0,0
0,3,1,19.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
1,1,0,42.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
1,3,0,1.0,0,2,2.7563132422397203,0,1,0,0,3,0,0,0
0,3,1,32.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
1,1,0,35.0,1,0,3.9512437185814275,0,0,0,1,2,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,2,1,18.0,0,0,4.297285406218791,0,0,1,0,1,1,0,1
0,3,1,1.0,5,2,3.8480176754522337,0,0,0,0,8,0,0,1
1,2,0,36.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.0450053643587083,0,0,1,0,1,1,1,0
1,2,0,17.0,0,0,2.4849066497880004,0,1,0,0,1,1,0,0
1,1,1,36.0,1,2,4.605170185988092,0,0,1,0,4,0,0,1
1,3,1,21.0,0,0,2.0535851271346086,0,0,1,0,1,1,0,1
0,3,1,28.0,2,0,2.0700223197633445,0,0,1,0,3,0,0,1
1,1,0,23.0,1,0,4.605170185988092,0,1,0,0,2,0,0,0
1,3,0,24.0,0,2,2.8154087194227095,0,0,0,1,3,0,0,1
0,3,1,22.0,0,0,2.0535851271346086,0,0,1,0,1,1,0,1
0,3,0,31.0,0,0,2.061048420562944,0,1,0,0,1,1,0,1
0,2,1,46.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
0,2,1,23.0,0,0,2.3513752571634776,1,0,0,0,1,1,0,1
1,2,0,28.0,0,0,2.5376572151735295,0,0,0,1,1,1,0,1
1,3,1,39.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,3,1,26.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,0,21.0,1,0,2.284930157755325,0,1,0,0,2,0,0,1
0,3,1,28.0,1,0,2.7631695003232895,0,0,1,0,2,0,0,1
0,3,0,20.0,0,0,2.1590033645160216,0,1,0,0,1,1,0,1
0,2,1,34.0,1,0,3.044522437723423,0,0,1,0,2,0,0,1
0,3,1,51.0,0,0,2.0476928433652555,0,0,1,0,1,1,0,1
1,2,1,3.0,1,1,2.9311937524164198,0,0,0,0,3,0,0,1
0,3,1,21.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
0,3,0,28.0,3,1,3.237371716404032,0,1,0,0,5,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,1.925459597615898,0,0,1,0,1,1,1,0
1,1,0,33.0,1,0,4.499809670330265,0,1,0,0,2,0,1,0
0,2,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
1,3,1,44.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,3,0,28.0,0,0,2.0856720914304723,0,0,0,1,1,1,0,1
1,2,0,34.0,1,1,3.481240089335692,0,0,0,1,3,0,0,1
1,2,0,18.0,0,2,2.5649493574615367,0,1,0,0,3,0,0,1
0,2,1,30.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,3,0,10.0,0,2,3.184284380098582,0,1,0,0,3,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,0
0,3,1,21.0,0,0,2.0455356796500372,0,0,1,0,1,1,1,0
0,3,1,29.0,0,0,2.063693184711697,0,0,1,0,1,1,0,1
0,3,0,28.0,1,1,2.667228206581955,0,0,0,1,3,0,0,1
0,3,1,18.0,1,1,3.006301224903225,0,0,1,0,3,0,0,1
0,3,1,28.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
1,2,0,28.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
1,2,0,19.0,0,0,3.258096538021482,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,3,1,32.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,1,28.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,3,0,28.0,1,0,2.7788192719904172,0,0,0,1,2,0,0,1
1,2,0,42.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
0,3,1,17.0,0,0,1.9636097261547143,0,0,1,0,1,1,0,1
0,1,1,50.0,1,0,4.023564380161053,0,0,1,0,2,0,0,1
1,1,0,14.0,1,2,4.605170185988092,0,1,0,0,4,0,0,1
0,3,0,21.0,2,2,3.5373295559867355,0,1,0,0,5,0,0,1
1,2,0,24.0,2,3,2.9311937524164198,0,0,0,1,6,0,0,1
0,1,1,64.0,1,4,4.605170185988092,0,0,1,0,6,0,0,1
0,2,1,31.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
1,2,0,45.0,1,1,3.2676659890376327,0,0,0,1,3,0,0,1
0,3,1,20.0,0,0,2.2512917986064953,0,0,1,0,1,1,0,1
0,3,1,25.0,1,0,2.0509134580652977,0,0,1,0,2,0,0,1
1,2,0,28.0,0,0,2.5649493574615367,1,0,0,0,1,1,0,1
1,3,1,28.0,0,0,2.0934060820302083,0,0,1,0,1,1,0,1
1,1,1,4.0,0,2,4.404989703685167,0,0,0,0,3,0,0,1
1,2,0,13.0,0,1,2.970414465569701,0,1,0,0,2,0,0,1
1,1,1,34.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,3,0,5.0,2,1,2.957942136638392,0,1,0,0,4,0,0,0
1,1,1,52.0,0,0,3.417726683613366,1,0,0,0,1,1,0,1
0,2,1,36.0,1,2,3.3232358401924436,0,0,1,0,4,0,0,1
0,3,1,28.0,1,0,2.9940658859009823,0,0,1,0,2,0,0,1
0,1,1,30.0,0,0,3.3232358401924436,0,0,1,0,1,1,0,0
1,1,1,49.0,1,0,4.489806471412939,0,0,1,0,2,0,0,0
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,1,29.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,0
0,1,1,65.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,1,0,28.0,1,0,3.948595985658986,0,0,0,1,2,0,0,1
1,2,0,50.0,0,0,2.3513752571634776,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,1,1,48.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
0,3,1,34.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,1,1,47.0,0,0,3.6506582412937387,0,0,1,0,1,1,0,1
0,2,1,48.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,1,38.0,0,0,1.9530276168241774,0,0,1,0,1,1,0,1
0,2,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,1,1,56.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.044461822783809,0,0,1,0,1,1,1,0
1,3,0,0.75,2,1,2.957942136638392,0,1,0,0,4,0,0,0
0,3,1,28.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
0,3,1,38.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
1,2,0,33.0,1,2,3.3232358401924436,0,0,0,1,4,0,0,1
1,2,0,23.0,0,0,2.6240669619446257,0,0,0,1,1,1,0,0
0,3,0,22.0,0,0,2.2862016137435215,0,1,0,0,1,1,0,1
0,1,1,28.0,0,0,3.9512437185814275,0,0,1,0,1,1,0,1
0,2,1,34.0,1,0,3.044522437723423,0,0,1,0,2,0,0,1
0,3,1,29.0,1,0,1.9524316946169533,0,0,1,0,2,0,0,1
0,3,1,22.0,0,0,2.017672515282204,0,0,1,0,1,1,0,1
1,3,0,2.0,0,1,2.5085824854732848,0,1,0,0,2,0,0,1
0,3,1,9.0,5,2,3.8480176754522337,0,0,0,0,8,0,0,1
0,2,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,1,50.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,0,63.0,0,0,2.260460166693375,0,0,0,1,1,1,0,1
1,1,1,25.0,1,0,4.51172945766992,0,0,1,0,2,0,0,0
0,3,0,28.0,3,1,3.237371716404032,0,1,0,0,5,0,0,1
1,1,0,35.0,1,0,4.499809670330265,0,0,0,1,2,0,0,1
0,1,1,58.0,0,0,3.391147045808654,0,0,1,0,1,1,0,0
0,3,1,30.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,1,9.0,1,1,2.766319109226186,0,0,0,0,3,0,0,1
0,3,1,28.0,1,0,2.9940658859009823,0,0,1,0,2,0,0,1
0,3,1,21.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
0,1,1,55.0,0,0,3.417726683613366,0,0,1,0,1,1,0,1
0,1,1,71.0,0,0,3.902057514460064,0,0,1,0,1,1,0,0
0,3,1,21.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.671268644120752,0,0,1,0,1,1,0,0
1,1,0,54.0,1,0,4.3601222251801195,0,1,0,0,2,0,0,0
0,3,1,28.0,0,0,2.714694743820879,0,0,1,0,1,1,0,1
0,1,0,25.0,1,2,4.605170185988092,0,0,0,1,4,0,0,1
0,3,1,24.0,0,0,2.0535851271346086,0,0,1,0,1,1,0,1
0,3,1,17.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
0,3,0,21.0,0,0,2.0476928433652555,0,1,0,0,1,1,1,0
0,3,0,28.0,0,0,2.0319829905201345,0,1,0,0,1,1,1,0
0,3,0,37.0,0,0,2.260460166693375,0,1,0,0,1,1,0,1
1,1,0,16.0,0,0,4.460144413937834,0,1,0,0,1,1,0,1
0,1,1,18.0,1,0,4.605170185988092,0,0,1,0,2,0,0,0
1,2,0,33.0,0,2,3.258096538021482,0,0,0,1,3,0,0,1
1,1,1,28.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,3.1146258034944014,0,0,1,0,1,1,0,1
1,3,1,26.0,0,0,4.034166299106131,0,0,1,0,1,1,0,1
1,3,1,29.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,1,36.0,0,0,3.2690935410288184,0,0,1,0,1,1,0,1
1,1,0,54.0,1,0,4.084294226368599,0,0,0,1,2,0,0,0
0,3,1,24.0,0,0,2.0143428636837015,0,0,1,0,1,1,0,1
0,1,1,47.0,0,0,3.5269721022703,0,0,1,0,1,1,0,1
1,2,0,34.0,0,0,2.3513752571634776,0,0,0,1,1,1,0,1
0,3,1,28.0,0,0,3.184284380098582,0,0,1,0,1,1,1,0
1,2,0,36.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
0,3,1,32.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,0,30.0,0,0,4.537961436294641,0,1,0,0,1,1,0,1
0,3,1,22.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
1,1,0,44.0,0,1,4.0600843255369865,0,0,0,1,2,0,0,0
0,3,1,28.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,3,1,40.5,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,2,0,50.0,0,0,2.3513752571634776,0,1,0,0,1,1,0,1
0,1,1,28.0,0,0,4.605170185988092,0,0,1,0,1,1,0,1
0,3,1,39.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,2,1,23.0,2,1,2.4423470353692043,0,0,1,0,4,0,0,1
1,2,0,2.0,1,1,3.258096538021482,0,1,0,0,3,0,0,1
0,3,1,28.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,3,1,17.0,1,1,1.9781283799793465,0,0,1,0,3,0,0,0
1,3,0,28.0,0,2,3.107197616774036,0,0,0,1,3,0,0,0
0,3,0,30.0,0,0,2.1590033645160216,0,1,0,0,1,1,0,1
1,2,0,7.0,0,2,3.2676659890376327,0,1,0,0,3,0,0,1
0,1,1,45.0,0,0,3.279029747687948,1,0,0,0,1,1,0,1
1,1,0,30.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
0,3,1,28.0,0,0,2.6741486494265287,0,0,1,0,1,1,0,1
1,1,0,22.0,0,2,3.901972669574645,0,1,0,0,3,0,0,0
1,1,0,36.0,0,2,4.2626798770413155,0,1,0,0,3,0,0,1
0,3,0,9.0,4,2,3.442819056352975,0,1,0,0,7,0,0,1
0,3,0,11.0,4,2,3.442819056352975,0,1,0,0,7,0,0,1
1,2,1,32.0,1,0,3.258096538021482,0,0,1,0,2,0,0,1
0,1,1,50.0,1,0,4.605170185988092,0,0,1,0,2,0,0,0
0,1,1,64.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
1,2,0,19.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
1,2,1,28.0,0,0,2.6291873526764853,0,0,1,0,1,1,0,0
0,3,1,33.0,1,1,3.021643655338492,0,0,1,0,3,0,0,1
1,2,1,8.0,1,1,3.6041382256588457,0,0,0,0,3,0,0,1
1,1,1,17.0,0,2,4.605170185988092,0,0,1,0,3,0,0,0
0,2,1,27.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0578603336462318,0,0,1,0,1,1,1,0
1,3,1,22.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
1,3,0,22.0,0,0,2.0509134580652977,0,1,0,0,1,1,0,1
0,1,1,62.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,1,0,48.0,1,0,3.6788291182604347,1,0,0,0,2,0,0,0
0,1,1,28.0,0,0,4.605170185988092,0,0,1,0,1,1,0,0
1,1,0,39.0,1,1,4.3776420363560575,0,0,0,1,3,0,0,1
1,3,0,36.0,1,0,2.856470206220483,0,0,0,1,2,0,0,1
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
0,3,1,40.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,2,1,28.0,0,0,2.6026896854443837,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,0,28.0,0,0,2.0856720914304723,0,1,0,0,1,1,0,1
0,3,1,24.0,2,0,3.184284380098582,0,0,1,0,3,0,0,1
0,3,1,19.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,0,29.0,0,4,3.048087503887919,0,0,0,1,5,0,0,1
0,3,1,28.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
1,3,1,32.0,0,0,2.061048420562944,0,0,1,0,1,1,0,1
1,2,1,62.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
1,1,0,53.0,2,0,3.9411778425916384,0,0,0,1,3,0,0,1
1,1,1,36.0,0,0,3.272890413174439,0,0,1,0,1,1,0,1
1,3,0,28.0,0,0,2.0476928433652555,0,1,0,0,1,1,1,0
0,3,1,16.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,1,19.0,0,0,2.6741486494265287,0,0,1,0,1,1,0,1
1,2,0,34.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
1,1,0,39.0,1,0,4.023564380161053,0,0,0,1,2,0,0,1
0,3,0,28.0,1,0,2.671268644120752,0,0,0,1,2,0,0,0
1,3,1,32.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
1,2,0,25.0,1,1,3.4011973816621555,0,1,0,0,3,0,0,1
1,1,0,39.0,1,1,4.605170185988092,0,0,0,1,3,0,0,0
0,2,1,54.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
0,1,1,36.0,0,0,3.69199958145018,0,0,1,0,1,1,0,0
0,3,1,28.0,0,0,2.1647587760866425,0,0,1,0,1,1,0,0
1,1,0,18.0,0,2,4.3776420363560575,0,1,0,0,3,0,0,1
0,2,1,47.0,0,0,2.70805020110221,0,0,1,0,1,1,0,1
1,1,1,60.0,1,1,4.37197629882038,0,0,1,0,3,0,0,0
0,3,1,22.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,3,1,35.0,0,0,1.9636097261547143,0,0,1,0,1,1,0,1
1,1,0,52.0,1,0,4.3601222251801195,0,0,0,1,2,0,0,0
