Survived,Pclass,Sex,Age,SibSp,Parch,Fare,title_Misc,title_Miss,title_Mr,title_Mrs,FamilySize,IsAlone,embark_Q,embark_S
0,3,1,47.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
0,3,0,28.0,0,2,2.0476928433652555,0,1,0,0,3,0,1,0
0,2,1,37.0,1,0,3.258096538021482,0,0,1,0,2,0,0,1
0,3,1,36.0,1,1,3.184284380098582,0,0,1,0,3,0,0,1
1,2,0,28.0,0,0,3.4965075614664802,0,1,0,0,1,1,0,1
0,3,1,49.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
1,1,1,49.0,1,0,4.041808390519271,1,0,0,0,2,0,0,0
1,2,0,24.0,2,1,3.295836866004329,0,0,0,1,4,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,1,1,28.0,0,0,3.7471483622379123,0,0,1,0,1,1,0,1
0,3,1,44.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,1,35.0,0,0,3.279029747687948,0,0,1,0,1,1,0,0
0,3,1,36.0,1,0,2.744060638625243,0,0,1,0,2,0,0,1
0,3,1,30.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,1,27.0,0,0,3.417726683613366,0,0,1,0,1,1,0,1
1,2,0,22.0,1,2,3.7276000422255353,0,0,0,1,4,0,0,0
1,1,0,40.0,0,0,4.605170185988092,0,1,0,0,1,1,0,1
0,3,0,39.0,1,5,3.442819056352975,0,0,0,1,7,0,0,1
0,3,1,28.0,0,0,1.9530276168241774,0,0,1,0,1,1,0,1
1,3,0,28.0,1,0,2.740840023925201,0,1,0,0,2,0,1,0
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
0,3,1,35.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,2,0,24.0,1,2,4.174387269895637,0,1,0,0,4,0,0,1
0,3,1,34.0,1,1,2.667228206581955,0,0,1,0,3,0,0,1
0,3,0,26.0,1,0,2.7788192719904172,0,0,0,1,2,0,0,1
1,2,0,4.0,2,1,3.6635616461296463,0,1,0,0,4,0,0,1
0,2,1,26.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
0,3,1,27.0,1,0,2.6709850297651974,0,0,1,0,2,0,0,0
1,1,1,42.0,1,0,3.961845018011234,0,0,1,0,2,0,0,1
1,3,1,20.0,1,1,2.7563132422397203,0,0,1,0,3,0,0,0
0,3,1,21.0,0,0,2.061048420562944,0,0,1,0,1,1,0,1
0,3,1,21.0,0,0,2.7788192719904172,0,0,1,0,1,1,0,1
0,1,1,61.0,0,0,3.4757109858218045,0,0,1,0,1,1,0,1
0,2,1,57.0,0,0,2.513656063073986,1,0,0,0,1,1,1,0
1,1,0,21.0,0,0,4.356174068347218,0,1,0,0,1,1,0,1
0,3,1,26.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0455356796500372,0,0,1,0,1,1,1,0
1,1,1,80.0,0,0,3.4011973816621555,0,0,1,0,1,1,0,1
0,3,1,51.0,0,0,1.9536231841196134,0,0,1,0,1,1,0,1
1,1,1,32.0,0,0,3.417726683613366,1,0,0,0,1,1,0,0
0,1,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,0,9.0,3,2,3.32862668882732,0,1,0,0,6,0,0,1
1,2,0,28.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
0,3,1,32.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,2,1,31.0,1,1,3.2676659890376327,0,0,1,0,3,0,0,1
0,3,0,41.0,0,5,3.6810362766529106,0,0,0,1,6,0,0,1
0,3,1,28.0,1,0,2.7788192719904172,0,0,1,0,2,0,0,1
0,3,1,20.0,0,0,2.061048420562944,0,0,1,0,1,1,0,1
1,1,0,24.0,0,0,4.238444906195857,1,0,0,0,1,1,0,0
0,3,0,2.0,3,2,3.32862668882732,0,1,0,0,6,0,0,1
1,3,1,28.0,0,0,4.034166299106131,0,0,1,0,1,1,0,1
1,3,0,0.75,2,1,2.957942136638392,0,1,0,0,4,0,0,0
1,1,1,48.0,1,0,4.340282339965535,0,0,1,0,2,0,0,0
0,3,1,19.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,1,56.0,0,0,3.56953269648137,1,0,0,0,1,1,0,0
0,3,1,28.0,0,0,2.0215475632609334,0,0,1,0,1,1,0,1
1,3,0,23.0,0,0,2.0215475632609334,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,2,0,18.0,0,1,3.1354942159291497,0,1,0,0,2,0,0,1
0,3,1,21.0,0,0,2.132188154488383,0,0,1,0,1,1,0,1
1,3,0,28.0,0,0,2.0578603336462318,0,1,0,0,1,1,1,0
0,3,0,18.0,0,0,1.9095425048844386,0,1,0,0,1,1,1,0
0,2,1,24.0,2,0,4.297285406218791,0,0,1,0,3,0,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,0,32.0,1,1,2.740840023925201,0,0,0,1,3,0,1,0
0,2,1,23.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,1,1,58.0,0,2,4.605170185988092,0,0,1,0,3,0,0,0
1,1,1,50.0,2,0,4.605170185988092,1,0,0,0,3,0,0,1
0,3,1,40.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
0,1,1,47.0,0,0,3.2421039509874077,0,0,1,0,1,1,0,1
0,3,1,36.0,0,0,2.0143428636837015,0,0,1,0,1,1,0,1
1,3,1,20.0,1,0,2.0700223197633445,0,0,1,0,2,0,0,1
0,2,1,32.0,2,0,4.297285406218791,0,0,1,0,3,0,0,1
0,2,1,25.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
0,3,1,43.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,0,28.0,1,0,3.9512437185814275,0,0,0,1,2,0,0,1
1,2,0,40.0,1,1,3.6635616461296463,0,0,0,1,3,0,0,1
0,1,1,31.0,1,0,3.9512437185814275,0,0,1,0,2,0,0,1
0,2,1,70.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
1,2,1,31.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,2,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,1,18.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
0,3,1,24.5,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,0,18.0,0,0,2.286628460369784,0,1,0,0,1,1,0,1
0,3,0,43.0,1,6,3.8480176754522337,0,0,0,1,8,0,0,1
1,1,1,36.0,0,1,4.605170185988092,0,0,1,0,2,0,0,0
0,3,0,28.0,0,0,2.0964830075346876,0,1,0,0,1,1,1,0
1,1,1,27.0,0,0,4.340282339965535,0,0,1,0,1,1,0,0
0,3,1,20.0,0,0,2.221917189926591,0,0,1,0,1,1,0,1
0,3,1,14.0,5,2,3.8480176754522337,0,0,1,0,8,0,0,1
0,2,1,60.0,1,1,3.6635616461296463,0,0,1,0,3,0,0,1
0,2,1,25.0,1,2,3.7276000422255353,0,0,1,0,4,0,0,0
0,3,1,14.0,4,1,3.6810362766529106,0,0,1,0,6,0,0,1
0,3,1,19.0,0,0,2.319520869700248,0,0,1,0,1,1,0,1
0,3,1,18.0,0,0,2.0535851271346086,0,0,1,0,1,1,0,1
1,1,0,15.0,0,1,4.605170185988092,0,1,0,0,2,0,0,1
1,1,1,31.0,1,0,4.04305126783455,0,0,1,0,2,0,0,1
1,3,0,4.0,0,1,2.5965001996654262,0,1,0,0,2,0,0,0
1,3,1,28.0,0,0,4.034166299106131,0,0,1,0,1,1,0,1
0,3,1,25.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
0,1,1,60.0,0,0,3.279029747687948,1,0,0,0,1,1,0,1
0,2,1,52.0,0,0,2.6026896854443837,0,0,1,0,1,1,0,1
0,3,1,44.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,0,28.0,0,0,2.0455356796500372,0,1,0,0,1,1,1,0
0,1,1,49.0,1,1,4.605170185988092,0,0,1,0,3,0,0,0
0,3,1,42.0,0,0,2.0347056478384444,0,0,1,0,1,1,0,1
1,1,0,18.0,1,0,4.605170185988092,0,0,0,1,2,0,0,0
1,1,1,35.0,0,0,3.2690935410288184,0,0,1,0,1,1,0,1
0,3,0,18.0,0,1,2.6709850297651974,0,1,0,0,2,0,0,0
0,3,1,25.0,0,0,2.046621301727582,0,0,1,0,1,1,1,0
0,3,1,26.0,1,0,2.061048420562944,0,0,1,0,2,0,0,1
0,2,1,39.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
1,2,0,45.0,0,0,2.6026896854443837,0,0,0,1,1,1,0,1
1,1,1,42.0,0,0,3.2690935410288184,0,0,1,0,1,1,0,1
1,1,0,22.0,0,0,4.605170185988092,0,1,0,0,1,1,0,1
1,3,1,28.0,1,1,2.7243040552851014,0,0,0,0,3,0,0,0
1,1,0,24.0,0,0,3.902057514460064,1,0,0,0,1,1,0,0
0,1,1,28.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,1,1,48.0,1,0,3.9512437185814275,0,0,1,0,2,0,0,1
0,3,1,29.0,0,0,2.2495323569595644,0,0,1,0,1,1,0,1
0,2,1,52.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,3,1,19.0,0,0,2.0347056478384444,0,0,1,0,1,1,0,1
1,1,0,38.0,0,0,4.605170185988092,0,1,0,0,1,1,0,0
1,2,0,27.0,0,0,2.3513752571634776,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.740840023925201,0,0,1,0,1,1,1,0
0,3,1,33.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
1,2,0,6.0,0,1,3.4965075614664802,0,1,0,0,2,0,0,1
0,3,1,17.0,1,0,1.9536231841196134,0,0,1,0,2,0,0,1
0,2,1,34.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,2,1,50.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,1,1,27.0,1,0,3.9721769282478934,0,0,1,0,2,0,0,1
0,3,1,20.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
1,2,0,30.0,3,0,3.044522437723423,0,0,0,1,4,0,0,1
1,3,0,28.0,0,0,2.0460786380107145,0,1,0,0,1,1,1,0
0,2,1,25.0,1,0,3.258096538021482,0,0,1,0,2,0,0,1
0,3,0,25.0,1,0,2.0700223197633445,0,1,0,0,2,0,0,1
1,1,0,29.0,0,0,4.605170185988092,0,1,0,0,1,1,0,1
0,3,1,11.0,0,0,2.933191755079093,0,0,1,0,1,1,0,0
0,2,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,2,1,23.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,2,1,23.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
0,3,1,28.5,0,0,2.7788192719904172,0,0,1,0,1,1,0,1
0,3,0,48.0,1,3,3.5373295559867355,0,0,0,1,5,0,0,1
1,1,1,35.0,0,0,4.605170185988092,0,0,1,0,1,1,0,0
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,1,28.0,0,0,3.4011973816621555,0,0,1,0,1,1,0,1
0,1,1,36.0,1,0,4.367547313409047,0,0,1,0,2,0,0,1
1,1,0,21.0,2,2,4.605170185988092,0,1,0,0,5,0,0,0
0,3,1,24.0,1,0,2.7788192719904172,0,0,1,0,2,0,0,1
1,3,1,31.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,1,1,70.0,1,1,4.2626798770413155,1,0,0,0,3,0,0,1
0,3,1,16.0,1,1,3.0081547935525483,0,0,1,0,3,0,0,1
1,2,0,30.0,0,0,2.5649493574615367,0,1,0,0,1,1,0,1
0,1,1,19.0,1,0,3.9721769282478934,0,0,1,0,2,0,0,1
0,3,1,31.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,2,0,4.0,1,1,3.1354942159291497,0,1,0,0,3,0,0,1
1,3,1,6.0,0,1,2.5237266416375825,0,0,0,0,2,0,0,1
0,3,1,33.0,0,0,2.2512917986064953,0,0,1,0,1,1,0,1
0,3,1,23.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,2,0,48.0,1,2,4.174387269895637,0,0,0,1,4,0,0,1
1,2,1,0.67,1,1,2.6741486494265287,0,0,0,0,3,0,0,1
0,3,1,28.0,0,0,2.0535851271346086,0,0,1,0,1,1,0,1
0,2,1,18.0,0,0,2.4423470353692043,0,0,1,0,1,1,0,1
0,3,1,34.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,1,0,33.0,0,0,4.460144413937834,1,0,0,0,1,1,0,1
0,3,1,28.0,0,0,2.6741486494265287,0,0,1,0,1,1,0,1
0,3,1,41.0,0,0,1.9636097261547143,0,0,1,0,1,1,0,1
1,3,1,20.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
1,1,0,36.0,1,2,4.605170185988092,0,0,0,1,4,0,0,1
0,3,1,16.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
1,1,0,51.0,1,0,4.356174068347218,0,0,0,1,2,0,0,1
0,1,1,28.0,0,0,3.6788291182604347,1,0,0,0,1,1,0,0
0,3,0,30.5,0,0,2.0476928433652555,0,1,0,0,1,1,1,0
0,3,1,28.0,1,0,3.184284380098582,0,0,1,0,2,0,1,0
0,3,1,32.0,0,0,2.1237574254543468,0,0,1,0,1,1,0,1
0,3,1,24.0,0,0,2.2512917986064953,0,0,1,0,1,1,0,1
0,3,1,48.0,0,0,2.061048420562944,0,0,1,0,1,1,0,1
0,2,0,57.0,0,0,2.3513752571634776,0,0,0,1,1,1,0,1
0,3,1,28.0,0,0,1.9775472339984959,0,0,1,0,1,1,0,0
1,2,0,54.0,1,3,3.1354942159291497,0,0,0,1,5,0,0,1
0,3,1,18.0,0,0,2.0476928433652555,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,3,0,5.0,0,0,2.5237266416375825,0,1,0,0,1,1,0,1
0,3,1,28.0,0,0,2.0460786380107145,0,0,1,0,1,1,1,0
1,1,0,43.0,0,1,4.605170185988092,0,0,0,1,2,0,0,1
1,3,0,13.0,0,0,1.9781283799793465,0,1,0,0,1,1,0,0
1,1,0,17.0,1,0,4.04305126783455,0,0,0,1,2,0,0,1
0,1,1,29.0,0,0,3.4011973816621555,0,0,1,0,1,1,0,1
0,3,1,28.0,1,2,3.1548704948922883,0,0,1,0,4,0,0,1
0,3,1,25.0,0,0,1.9530276168241774,0,0,1,0,1,1,0,1
0,3,1,25.0,0,0,1.9810014688665833,0,0,1,0,1,1,0,1
1,3,0,18.0,0,0,2.0143428636837015,0,1,0,0,1,1,0,1
0,3,1,8.0,4,1,3.371596911885865,0,0,0,0,6,0,1,0
1,3,1,1.0,1,2,3.0240767465631335,0,0,0,0,4,0,0,1
0,1,1,46.0,0,0,4.37197629882038,0,0,1,0,1,1,0,0
0,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
0,2,1,16.0,0,0,3.258096538021482,0,0,1,0,1,1,0,1
0,3,0,28.0,8,2,4.242045918369452,0,1,0,0,11,0,0,1
0,1,1,28.0,0,0,3.424125837416519,0,0,1,0,1,1,0,0
0,3,1,25.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,2,1,39.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,1,0,49.0,0,0,3.255369746779992,1,0,0,0,1,1,0,1
1,3,0,31.0,0,0,2.161401640752305,0,0,0,1,1,1,0,1
0,3,1,30.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,3,0,30.0,1,1,3.184284380098582,0,0,0,1,3,0,0,1
0,2,1,34.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,2,0,31.0,1,1,3.2676659890376327,0,0,0,1,3,0,0,1
1,1,1,11.0,1,2,4.605170185988092,0,0,0,0,4,0,0,1
1,3,1,0.42,0,1,2.1420289418682694,0,0,0,0,2,0,0,0
1,3,1,27.0,0,0,1.9423323277074294,0,0,1,0,1,1,0,1
0,3,1,31.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
0,1,1,39.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,0,18.0,0,0,2.0509134580652977,0,1,0,0,1,1,0,1
0,2,1,39.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,1,0,33.0,1,0,3.9721769282478934,0,0,0,1,2,0,0,1
0,3,1,26.0,0,0,2.0652792278673315,0,0,1,0,1,1,0,1
0,3,1,39.0,0,0,3.184284380098582,0,0,1,0,1,1,0,1
0,2,1,35.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
0,3,0,6.0,4,2,3.442819056352975,0,1,0,0,7,0,0,1
0,3,1,30.5,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
0,1,1,28.0,0,0,0.0,0,0,1,0,1,1,0,1
0,3,0,23.0,0,0,2.0700223197633445,0,1,0,0,1,1,0,1
0,2,1,31.0,1,1,3.6110314197155664,0,0,1,0,3,0,0,0
0,3,1,43.0,0,0,1.864080130807681,0,0,1,0,1,1,0,1
0,3,1,10.0,3,2,3.32862668882732,0,0,0,0,6,0,0,1
1,1,0,52.0,1,1,4.537961436294641,0,0,0,1,3,0,0,1
1,3,1,27.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
0,1,1,38.0,0,0,0.0,1,0,0,0,1,1,0,1
1,3,0,27.0,0,1,2.5237266416375825,0,0,0,1,2,0,0,1
0,3,1,2.0,4,1,3.6810362766529106,0,0,0,0,6,0,0,1
0,3,1,28.0,0,0,1.9387416595767009,0,0,1,0,1,1,1,0
0,3,1,28.0,0,0,4.034166299106131,0,0,1,0,1,1,0,1
1,2,1,1.0,0,2,3.6110314197155664,0,0,0,0,3,0,0,0
1,3,1,28.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
1,1,0,62.0,0,0,4.382026634673881,0,0,0,1,1,1,0,1
1,3,0,15.0,1,0,2.6709850297651974,0,0,0,1,2,0,0,0
1,2,1,0.83,1,1,2.9311937524164198,0,0,0,0,3,0,0,1
0,3,1,28.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,3,1,23.0,0,0,2.061048420562944,0,0,1,0,1,1,0,1
0,3,1,18.0,0,0,2.1162555148025524,0,0,1,0,1,1,0,1
1,1,0,39.0,1,1,4.4207460202604185,0,1,0,0,3,0,0,0
0,3,1,21.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0856720914304723,0,0,1,0,1,1,0,1
1,3,1,32.0,0,0,4.034166299106131,0,0,1,0,1,1,0,1
1,1,1,28.0,0,0,3.391147045808654,0,0,1,0,1,1,0,0
0,3,1,20.0,0,0,2.0700223197633445,0,0,1,0,1,1,0,1
0,2,1,16.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
1,1,0,30.0,0,0,3.4339872044851463,0,1,0,0,1,1,0,0
0,3,1,34.5,0,0,1.8621402659898545,0,0,1,0,1,1,0,0
0,3,1,17.0,0,0,2.1590033645160216,0,0,1,0,1,1,0,1
0,3,1,42.0,0,0,2.0215475632609334,0,0,1,0,1,1,0,1
0,3,1,28.0,8,2,4.242045918369452,0,0,1,0,11,0,0,1
0,3,1,35.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,0
0,2,1,28.0,0,1,3.4965075614664802,1,0,0,0,2,0,0,1
1,1,0,28.0,1,0,4.489806471412939,0,0,0,1,2,0,0,0
0,3,1,4.0,4,2,3.442819056352975,0,0,0,0,7,0,0,1
0,3,1,74.0,0,0,2.0509134580652977,0,0,1,0,1,1,0,1
0,3,0,9.0,1,1,2.7243040552851014,0,1,0,0,3,0,0,0
1,1,0,16.0,0,1,3.673765816303888,0,1,0,0,2,0,0,1
0,2,0,44.0,1,0,3.258096538021482,0,0,0,1,2,0,0,1
1,3,0,18.0,0,1,2.2353763433005955,0,0,0,1,2,0,0,1
1,1,0,45.0,1,1,4.605170185988092,0,0,0,1,3,0,0,1
1,1,1,51.0,0,0,3.279029747687948,0,0,1,0,1,1,0,1
1,3,0,24.0,0,3,2.957942136638392,0,0,0,1,4,0,0,0
0,3,1,28.0,0,0,1.9781283799793465,0,0,1,0,1,1,0,0
0,3,1,41.0,2,0,2.6467632766784814,0,0,1,0,3,0,0,1
0,2,1,21.0,1,0,2.4423470353692043,0,0,1,0,2,0,0,1
1,1,0,48.0,0,0,3.255369746779992,0,0,0,1,1,1,0,1
0,3,0,28.0,8,2,4.242045918369452,0,1,0,0,11,0,0,1
0,2,1,24.0,0,0,2.5649493574615367,0,0,1,0,1,1,0,1
1,2,0,42.0,0,0,2.5649493574615367,0,0,0,1,1,1,0,1
1,2,0,27.0,1,0,2.6288843311163475,0,1,0,0,2,0,0,0
0,1,1,31.0,0,0,3.921890164505806,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.2512917986064953,0,0,1,0,1,1,0,1
1,3,1,4.0,1,1,2.409940617298087,0,0,0,0,3,0,0,1
0,3,1,26.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,0,47.0,1,1,3.961845018011234,0,0,0,1,3,0,0,1
0,1,1,33.0,0,0,1.6094379124341003,0,0,1,0,1,1,0,1
0,3,1,47.0,0,0,2.1972245773362196,0,0,1,0,1,1,0,1
1,2,0,28.0,1,0,3.1780538303479458,0,0,0,1,2,0,0,0
1,3,0,15.0,0,0,1.9775472339984959,0,1,0,0,1,1,0,0
0,3,1,20.0,0,0,2.287044968312313,0,0,1,0,1,1,0,1
0,3,1,19.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,1,28.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
1,1,0,56.0,0,1,4.4207460202604185,0,0,0,1,2,0,0,0
1,2,0,25.0,0,1,3.258096538021482,0,0,0,1,2,0,0,1
0,3,1,33.0,0,0,2.0663309725297405,0,0,1,0,1,1,0,1
0,3,0,22.0,0,0,2.352964469886197,0,1,0,0,1,1,0,1
0,2,1,28.0,0,0,2.3513752571634776,0,0,1,0,1,1,0,1
0,3,1,25.0,0,0,1.9530276168241774,0,0,1,0,1,1,0,1
0,3,0,39.0,0,5,3.371596911885865,0,0,0,1,6,0,1,0
0,2,1,27.0,0,0,2.5649493574615367,1,0,0,0,1,1,0,1
1,1,0,19.0,0,0,3.4011973816621555,0,1,0,0,1,1,0,1
0,3,0,28.0,1,2,3.1548704948922883,0,1,0,0,4,0,0,1
1,1,1,26.0,0,0,3.4011973816621555,0,0,1,0,1,1,0,0
0,3,1,32.0,0,0,2.0476928433652555,0,0,1,0,1,1,1,0
